0	0	0	1	1	0	1	1	999	71	61	0.541	0.009	0.449	1
0	0	1	1	1	0	1	999	999	62	60	0.803	0.088	0.108	1
0	0	1	1	1	0	1	1	0	70	68	0.803	0.088	0.108	1
0	1	1	1	1	0	1	1	0	54	58	0	0.992	0.008	2
0	0	0	1	1	0	1	999	999	73	63	0.541	0.009	0.449	1
0	0	0	1	1	0	1	999	999	74	77	0.541	0.009	0.449	1
0	0	0	1	1	0	1	999	999	84	85	0.541	0.009	0.449	1
0	0	0	0	1	0	0	1	0	999	999	0.139	0.007	0.854	3
0	0	0	0	0	1	1	1	1	57	49	0.371	0.02	0.609	3
0	0	0	0	0	1	1	1	1	43	38	0.371	0.02	0.609	3
0	0	0	1	0	1	1	1	1	24.5	34.5	0.806	0.015	0.179	1
0	0	0	0	0	1	1	1	1	999	999	0.371	0.02	0.609	3
0	0	0	1	1	1	1	1	1	59	45	0.959	0.011	0.03	1
0	0	0	0	0	0	1	0	0	22	22	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	49.5	30	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	24.5	44.5	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	57	52	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	39	48	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	46	32	0.023	0.002	0.976	3
0	0	0	1	0	0	0	1	999	42	32	0.146	0.004	0.85	3
0	0	0	1	0	0	0	0	0	57	32	0.146	0.004	0.85	3
0	0	0	0	0	0	0	0	0	62	47	0.023	0.002	0.976	3
0	0	0	0	1	0	1	1	1	42	52	0.139	0.007	0.854	3
0	0	0	0	1	0	1	1	1	57	57	0.139	0.007	0.854	3
0	0	0	0	0	0	1	0	0	47	32	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	12	16	0.023	0.002	0.976	3
0	0	0	1	0	0	1	0	0	13	30	0.146	0.004	0.85	3
0	0	0	0	0	0	1	0	0	24.5	24.5	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	57	77	0.023	0.002	0.976	3
0	0	0	1	0	0	0	0	0	32	22	0.146	0.004	0.85	3
0	0	0	1	0	0	1	0	0	75	75	0.146	0.004	0.85	3
0	0	0	0	0	0	1	0	0	44.5	64.5	0.023	0.002	0.976	3
0	0	0	1	1	0	0	0	0	52	32	0.541	0.009	0.449	1
0	0	0	0	0	0	1	0	0	68	67	0.023	0.002	0.976	3
0	0	0	0	0	0	1	1	1	42	37	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	79	76	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	67	57	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	75	75	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	57	47	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	69.5	69.5	0.023	0.002	0.976	3
0	0	0	0	0	0	1	1	1	15	24.5	0.023	0.002	0.976	3
0	0	0	1	0	1	1	1	1	44.5	44.5	0.806	0.015	0.179	1
0	0	0	0	0	0	0	0	0	54.5	54.5	0.023	0.002	0.976	3
0	0	0	1	0	1	1	1	1	17	17	0.806	0.015	0.179	1
0	0	0	1	1	0	1	1	1	24.5	24.5	0.541	0.009	0.449	1
1	0	0	0	0	0	1	1	1	27	27	0.037	0.073	0.889	3
0	1	0	0	0	0	0	0	0	68	51	0	0.223	0.777	3
0	0	0	0	0	0	0	0	0	68	60	0.023	0.002	0.976	3
0	0	0	0	0	0	1	1	1	24.5	34.5	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	81	71	0.023	0.002	0.976	3
0	1	1	1	0	0	0	0	0	24.5	24.5	0	0.967	0.033	2
0	0	0	1	0	0	0	1	1	30	30	0.146	0.004	0.85	3
0	0	0	0	0	0	0	0	0	59	62	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	65	73	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	66	70	0.023	0.002	0.976	3
0	0	0	1	0	0	0	0	0	61	64	0.146	0.004	0.85	3
0	0	0	0	0	0	1	0	0	999	999	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	74.5	44.5	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	82	67	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	97.5	87	0.023	0.002	0.976	3
0	0	1	1	1	0	0	0	0	74	67	0.803	0.088	0.108	1
0	0	0	0	0	0	0	0	0	92	77	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	97.5	77	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	92	67	0.023	0.002	0.976	3
0	0	0	0	1	1	0	1	999	999	999	0.789	0.027	0.184	1
0	0	0	0	1	1	0	1	999	59	58	0.789	0.027	0.184	1
0	0	0	0	1	1	0	1	0	59	56	0.789	0.027	0.184	1
0	0	0	0	1	1	0	1	0	57	37	0.789	0.027	0.184	1
0	0	0	0	0	0	0	1	1	63	54	0.023	0.002	0.976	3
0	1	1	1	0	0	1	1	1	24.5	24.5	0	0.967	0.033	2
0	0	0	1	0	0	1	0	0	30	10	0.146	0.004	0.85	3
0	0	0	1	0	0	0	0	0	24.5	24.5	0.146	0.004	0.85	3
0	0	0	0	0	0	1	1	1	17	17	0.023	0.002	0.976	3
0	0	0	0	0	0	1	1	1	24.5	24.5	0.023	0.002	0.976	3
0	0	1	0	1	0	1	1	1	63	57	0.431	0.139	0.43	1
0	0	0	1	0	0	1	1	1	54.5	44.5	0.146	0.004	0.85	3
0	0	1	1	0	1	1	1	1	37	32	0.866	0.103	0.031	1
0	0	0	0	0	0	1	1	1	24.5	5	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	10	10	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	30	10	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	10	24.5	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	10	24.5	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	10	10	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	10	10	0.023	0.002	0.976	3
0	0	0	0	0	0	0	1	1	54.5	44.5	0.023	0.002	0.976	3
0	0	0	0	0	0	1	1	1	42	27	0.023	0.002	0.976	3
0	0	0	0	0	0	1	1	1	50	44	0.023	0.002	0.976	3
0	0	0	0	0	0	0	1	999	67	57	0.023	0.002	0.976	3
0	0	0	1	0	1	1	0	0	10	10	0.806	0.015	0.179	1
0	0	0	1	0	0	1	0	0	10	10	0.146	0.004	0.85	3
0	0	0	1	0	0	0	0	0	72	57	0.146	0.004	0.85	3
0	1	0	1	1	0	0	0	0	68	66	0	0.763	0.237	2
0	0	0	1	0	0	0	1	999	51	42	0.146	0.004	0.85	3
0	0	1	0	0	0	0	0	0	10	10	0.117	0.06	0.823	3
0	1	1	0	0	0	1	1	1	69	76	0	0.92	0.08	2
1	1	1	1	0	0	1	0	0	20	18	0	0.999	0.001	2
0	0	0	0	0	0	0	0	0	77	77	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	999	999	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	12	7.5	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	17	17	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	75	75	0.023	0.002	0.976	3
0	0	0	0	0	0	1	1	1	17	12	0.023	0.002	0.976	3
0	0	0	0	1	0	0	0	0	71	66	0.139	0.007	0.854	3
0	0	0	0	1	0	0	1	0	76	76	0.139	0.007	0.854	3
0	0	0	1	1	1	0	1	0	55	63	0.959	0.011	0.03	1
0	0	0	0	1	0	0	1	1	56	62	0.139	0.007	0.854	3
0	1	0	0	1	0	0	1	0	66	70	0	0.561	0.439	2
0	1	0	0	1	0	0	1	1	52	52	0	0.561	0.439	2
0	1	1	1	1	1	0	1	1	51	55	0	1	0	2
0	0	0	0	1	0	0	1	1	57	57	0.139	0.007	0.854	3
0	0	1	1	1	1	0	1	0	57	57	0.925	0.07	0.005	1
0	0	0	0	1	0	0	1	0	67	62	0.139	0.007	0.854	3
0	0	0	0	0	0	0	0	0	30	30	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	82	67	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	34.5	34.5	0.023	0.002	0.976	3
0	0	0	1	0	0	1	1	1	31	12	0.146	0.004	0.85	3
0	0	0	0	0	0	0	0	0	10	24.5	0.023	0.002	0.976	3
0	0	0	1	1	0	0	0	0	999	999	0.541	0.009	0.449	1
0	0	0	1	1	0	0	0	0	74.5	95	0.541	0.009	0.449	1
0	0	0	0	0	0	0	0	0	57	52	0.023	0.002	0.976	3
0	0	0	1	0	0	1	1	1	37	37	0.146	0.004	0.85	3
0	0	0	0	0	0	1	1	1	22	12	0.023	0.002	0.976	3
0	0	0	0	0	0	1	1	1	42	47	0.023	0.002	0.976	3
0	0	0	0	0	0	0	1	1	37	42	0.023	0.002	0.976	3
0	0	0	0	0	0	0	1	1	47	37	0.023	0.002	0.976	3
0	0	0	0	0	0	0	1	1	57	57	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	83	85	0.023	0.002	0.976	3
0	0	0	0	0	0	1	1	999	76	67	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	64.5	54.5	0.023	0.002	0.976	3
0	0	0	1	0	0	1	1	1	24.5	15	0.146	0.004	0.85	3
0	0	0	0	0	0	0	1	1	999	999	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	10	10	0.023	0.002	0.976	3
0	0	0	1	0	0	1	0	0	15	15	0.146	0.004	0.85	3
0	0	0	0	0	0	1	0	0	22	47	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	82	87	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	30	10	0.023	0.002	0.976	3
0	0	0	0	0	0	1	1	1	12	17	0.023	0.002	0.976	3
0	0	0	0	0	0	0	1	0	30	10	0.023	0.002	0.976	3
0	0	0	0	0	0	1	0	0	24.5	24.5	0.023	0.002	0.976	3
0	0	0	1	0	0	0	1	999	38	33	0.146	0.004	0.85	3
0	0	0	0	0	0	1	1	1	999	999	0.023	0.002	0.976	3
0	0	0	1	0	0	0	0	0	10	24.5	0.146	0.004	0.85	3
0	0	0	0	0	0	0	0	0	24.5	24.5	0.023	0.002	0.976	3
0	0	0	0	1	0	0	0	0	24.5	999	0.139	0.007	0.854	3
0	0	0	0	1	1	0	0	0	999	999	0.789	0.027	0.184	1
0	0	0	1	0	0	0	0	0	10	10	0.146	0.004	0.85	3
0	0	0	0	0	0	1	0	0	24.5	24.5	0.023	0.002	0.976	3
0	0	0	0	1	0	1	0	0	30	10	0.139	0.007	0.854	3
0	0	0	0	0	0	0	0	0	82	72	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	82	76	0.023	0.002	0.976	3
0	0	0	0	1	0	0	0	0	47	42	0.139	0.007	0.854	3
0	0	0	0	1	0	0	0	0	52	42	0.139	0.007	0.854	3
0	0	0	0	1	0	1	1	1	53	44	0.139	0.007	0.854	3
0	0	0	1	0	0	1	0	0	19	18	0.146	0.004	0.85	3
0	0	0	0	0	0	0	0	0	62	77	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	999	999	0.023	0.002	0.976	3
0	0	0	0	0	0	1	1	1	28	36	0.023	0.002	0.976	3
0	0	0	0	0	0	1	1	1	37	47	0.023	0.002	0.976	3
0	0	0	0	0	0	1	1	1	32	38	0.023	0.002	0.976	3
0	0	0	0	0	0	1	1	1	43	33	0.023	0.002	0.976	3
0	0	0	0	0	0	1	1	0	34	32	0.023	0.002	0.976	3
0	0	0	1	0	0	0	1	1	10	10	0.146	0.004	0.85	3
0	0	0	1	0	0	0	0	0	54.5	54.5	0.146	0.004	0.85	3
0	0	0	0	0	0	0	0	0	60	36	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	57	57	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	12	12	0.023	0.002	0.976	3
0	0	0	1	0	0	0	0	0	52	47	0.146	0.004	0.85	3
0	0	0	0	0	0	0	1	1	27	22	0.023	0.002	0.976	3
0	0	0	0	0	0	1	1	1	27	22	0.023	0.002	0.976	3
0	0	0	0	0	0	1	1	1	69.5	49.5	0.023	0.002	0.976	3
0	0	0	0	0	0	0	0	0	52	42	0.023	0.002	0.976	3
0	0	0	1	0	0	0	0	0	84.5	95	0.146	0.004	0.85	3
0	0	0	1	0	0	1	1	1	55	61	0.146	0.004	0.85	3
0	0	0	1	0	0	1	1	1	75	75	0.146	0.004	0.85	3
0	0	0	1	0	0	1	1	1	44	44	0.146	0.004	0.85	3
0	0	0	0	0	0	1	999	999	24.5	24.5	0.023	0.002	0.976	3
0	0	0	0	0	0	0	1	0	999	999	0.023	0.002	0.976	3
0	0	0	1	0	0	1	1	1	22	32	0.146	0.004	0.85	3
0	0	0	1	0	0	0	0	0	10	10	0.146	0.004	0.85	3
0	1	0	0	0	0	0	0	0	77	67	0	0.223	0.777	3
0	0	0	0	0	0	1	0	0	49	67	0.023	0.002	0.976	3
