1	71	61	1
1	62	60	1
1	70	68	1
1	54	58	2
1	73	63	1
1	74	77	1
1	84	85	1
0	999	999	3
1	57	49	3
1	43	38	3
1	24.5	34.5	1
1	999	999	3
1	59	45	1
1	22	22	3
1	49.5	30	3
1	24.5	44.5	3
1	57	52	3
1	39	48	3
1	46	32	3
0	42	32	3
0	57	32	3
0	62	47	3
1	42	52	3
1	57	57	3
1	47	32	3
1	12	16	3
1	13	30	3
1	24.5	24.5	3
1	57	77	3
0	32	22	3
1	75	75	3
1	44.5	64.5	3
0	52	32	1
1	68	67	3
1	42	37	3
0	79	76	3
0	67	57	3
0	75	75	3
0	57	47	3
0	69.5	69.5	3
1	15	24.5	3
1	44.5	44.5	1
0	54.5	54.5	3
1	17	17	1
1	24.5	24.5	1
1	27	27	3
0	68	51	3
0	68	60	3
1	24.5	34.5	3
0	81	71	3
0	24.5	24.5	2
0	30	30	3
0	59	62	3
0	65	73	3
0	66	70	3
0	61	64	3
1	999	999	3
0	74.5	44.5	3
0	82	67	3
0	97.5	87	3
0	74	67	1
0	92	77	3
0	97.5	77	3
0	92	67	3
0	999	999	1
0	59	58	1
0	59	56	1
0	57	37	1
0	63	54	3
1	24.5	24.5	2
1	30	10	3
0	24.5	24.5	3
1	17	17	3
1	24.5	24.5	3
1	63	57	1
1	54.5	44.5	3
1	37	32	1
1	24.5	5	3
1	10	10	3
1	30	10	3
1	10	24.5	3
1	10	24.5	3
1	10	10	3
1	10	10	3
0	54.5	44.5	3
1	42	27	3
1	50	44	3
0	67	57	3
1	10	10	1
1	10	10	3
0	72	57	3
0	68	66	2
0	51	42	3
0	10	10	3
1	69	76	2
1	20	18	2
0	77	77	3
0	999	999	3
0	12	7.5	3
0	17	17	3
0	75	75	3
1	17	12	3
0	71	66	3
0	76	76	3
0	55	63	1
0	56	62	3
0	66	70	2
0	52	52	2
0	51	55	2
0	57	57	3
0	57	57	1
0	67	62	3
0	30	30	3
0	82	67	3
0	34.5	34.5	3
1	31	12	3
0	10	24.5	3
0	999	999	1
0	74.5	95	1
0	57	52	3
1	37	37	3
1	22	12	3
1	42	47	3
0	37	42	3
0	47	37	3
0	57	57	3
0	83	85	3
1	76	67	3
1	64.5	54.5	3
1	24.5	15	3
0	999	999	3
1	10	10	3
1	15	15	3
1	22	47	3
1	82	87	3
1	30	10	3
1	12	17	3
0	30	10	3
1	24.5	24.5	3
0	38	33	3
1	999	999	3
0	10	24.5	3
0	24.5	24.5	3
0	24.5	999	3
0	999	999	1
0	10	10	3
1	24.5	24.5	3
1	30	10	3
0	82	72	3
0	82	76	3
0	47	42	3
0	52	42	3
1	53	44	3
1	19	18	3
0	62	77	3
0	999	999	3
1	28	36	3
1	37	47	3
1	32	38	3
1	43	33	3
1	34	32	3
0	10	10	3
0	54.5	54.5	3
0	60	36	3
0	57	57	3
0	12	12	3
0	52	47	3
0	27	22	3
1	27	22	3
1	69.5	49.5	3
0	52	42	3
0	84.5	95	3
1	55	61	3
1	75	75	3
1	44	44	3
1	24.5	24.5	3
0	999	999	3
1	22	32	3
0	10	10	3
0	77	67	3
1	49	67	3
1	5	5	3
0	15	5	3
1	27	17	3
1	5	5	3
1	12	12	3
1	63	62	3
0	70	68	2
1	7.5	2.5	3
1	57	57	3
1	40	39	3
0	67	47	1
0	84	79	1
1	42	32	3
1	52	37	3
0	57	42	3
1	28	21	3
1	66	55	1
1	72	72	1
1	5	5	3
1	17	17	3
1	23	27	3
1	27	32	3
1	24.5	24.5	3
1	57	42	3
1	30	69.5	3
1	57	58	3
1	75	24.5	3
0	999	999	3
1	57	45	2
0	42	42	3
1	8	6	3
0	17	12	1
0	49.5	30	3
0	44.5	15	3
0	24.5	24.5	3
0	24.5	24.5	3
1	66	64	3
1	10	24.5	3
0	69.5	49.5	3
0	10	10	3
0	24.5	24.5	3
1	57	62	3
1	38	43	3
0	74	72	1
1	25	28	3
1	24	28	3
1	32	22	3
1	17	27	3
0	49.5	10	3
1	15	15	2
1	38	34	3
1	27	17	3
1	17	11	3
1	999	999	3
1	52	60	3
1	17	22	1
1	38	35	3
1	30	27	3
1	23	18	3
1	38	32	1
1	44	36	3
1	39	42	1
0	22	17	3
1	61	41	3
0	24.5	24.5	3
0	24.5	24.5	3
0	999	999	3
0	34.5	24.5	3
0	999	999	3
0	24.5	24.5	3
0	30	30	3
0	24.5	24.5	1
0	10	10	1
0	77	57	3
1	22	32	3
1	55	44	3
1	999	999	3
0	10	10	3
999	999	999	3
0	10	10	3
0	67	47	3
1	47	52	3
0	41	30	2
0	42	37	3
0	74.5	64.5	3
0	74.5	64.5	3
0	36	29	1
0	27	12	3
1	999	999	3
1	52	67	3
1	61	57	1
1	37	22	3
1	32	32	3
0	999	999	3
1	32	37	3
1	15	5	3
1	15	15	3
1	12	12	1
1	12	7.5	3
1	27	27	3
1	12	17	3
1	15	5	3
0	87	87	3
1	38	40	3
1	40	45	3
1	18	17	3
0	30	24.5	3
0	30	30	3
0	30	49.5	3
0	52	32	2
1	15	15	3
1	24.5	24.5	3
1	68	69	3
1	44.5	44.5	3
1	24.5	24.5	3
1	22	17	3
1	12	12	3
1	37	22	3
1	48	44	3
1	26	35	3
1	42	32	3
0	37	22	3
0	999	999	3
1	30	5	3
1	22	12	3
1	17	12	3
1	12	7.5	3
1	10	24.5	3
1	15	15	1
1	12	17	3
0	999	999	3
1	24.5	24.5	3
0	10	10	3
1	52	62	3
1	62	72	3
1	47	47	3
0	44.5	15	3
1	64.5	44.5	3
1	62	52	3
0	77	62	3
1	47	42	3
1	27	17	3
1	32	27	3
0	999	999	3
0	22	32	3
1	15	5	3
1	75	64	3
1	44.5	54.5	3
0	52	42	3
1	52	42	3
1	72	52	3
1	53	52	3
1	67	72	3
0	30	10	3
1	52	50	3
1	67	62	3
0	999	999	3
0	999	999	1
1	999	999	3
0	15	24.5	3
1	65	66	3
1	48	51	3
0	69.5	69.5	3
0	48	27	3
0	36	40	3
0	43	25	1
0	23	16	3
1	23	21	3
0	37	22	3
0	72	73	2
1	47	44	3
1	42	42	3
1	32	32	1
1	25	27	3
1	999	999	3
1	37	47	3
0	49.5	30	3
1	43	54	2
1	59	60	2
1	37	57	2
1	52	55	2
0	24.5	24.5	1
0	2.5	2.5	2
0	10	10	3
0	5	15	1
1	37	47	3
0	999	999	3
1	27	27	2
1	999	999	2
1	27	31	1
1	21	22	1
1	37	37	1
1	22	22	1
1	19	19	1
1	20	18	2
1	31	34	1
1	20	25	1
1	999	999	2
1	82	89	3
1	999	999	2
1	28	35	1
1	21	24	1
1	27	30	2
0	91	93	3
1	52	62	3
1	40	43	3
1	69.5	69.5	3
0	57	32	3
1	17	22	3
1	32	37	2
0	999	999	3
0	12	7.5	3
0	999	999	3
0	999	999	3
0	74.5	54.5	3
1	32	17	2
0	15	15	3
0	30	10	3
0	15	5	3
0	42	37	3
1	47	27	3
1	71	75	3
1	67	67	3
1	62	52	3
1	5	5	3
1	24.5	10	3
1	7.5	2.5	3
1	34.5	24.5	3
1	46	47	3
1	10	10	3
1	42	27	3
1	74.5	54.5	3
0	65	67	2
0	10	10	3
1	24	17	2
1	51	48	1
1	42	42	3
1	25	27	3
1	42	37	2
1	27	12	1
1	31	27	2
1	53	50	1
1	57	59	3
1	10	10	3
1	74	64	2
1	22	17	1
1	62	62	1
1	62	60	2
1	62	57	1
1	39	40	3
1	62	57	1
1	33	27	1
1	72	75	3
1	60	57	1
0	24.5	24.5	3
1	77	72	3
1	24.5	24.5	1
1	999	999	3
0	68	71	3
0	63	56	1
0	64	58	3
0	74	81	3
1	27	22	3
0	999	999	3
1	24.5	24.5	3
1	25	22	3
0	47	42	3
0	999	999	3
1	22	26	3
0	62	64	2
0	80	82	3
0	76	74	3
1	39	39	3
1	47	52	3
1	39	33	3
1	17	17	3
1	23	15	3
1	47	47	3
0	49.5	49.5	3
999	999	999	3
1	50	52	3
0	54	46	3
1	32	22	3
1	72	79	3
1	50	51	3
1	52	54	3
0	84.5	74.5	3
1	42	62	3
1	12	12	3
1	20	20	3
1	17	22	3
1	25	32	3
1	27	17	3
1	25	27	2
1	34	32	1
1	42	37	3
1	38	34	1
1	41	37	1
0	999	999	3
1	17	22	3
1	42	44	3
1	37	37	3
1	22	22	3
1	50	45	3
1	37	41	3
1	57	57	3
0	45	47	3
0	68	56	3
0	51	44	3
0	55	50	3
1	2.5	7.5	3
1	37	42	3
1	43	27	3
1	51	31	3
1	79	84	3
1	77	57	3
1	47	52	1
1	42	42	3
999	999	999	3
999	999	999	3
999	999	999	3
999	999	999	3
999	999	999	3
999	999	999	3
999	999	999	3
1	24.5	24.5	3
1	22	17	3
0	10	10	3
0	17	22	3
1	10	10	3
0	93	93	3
0	77	75	3
0	47	27	3
1	5	5	3
1	37	47	3
1	52	44.5	3
1	48	51	3
1	30	30	3
0	15	10	1
0	24.5	24.5	1
0	77	92	3
0	88	90	3
0	91	95	1
0	84	84	3
0	70	74	3
0	71	72	3
0	78	87	3
0	64.5	64.5	3
0	12	2.5	3
1	32	37	3
0	84	83	3
0	73	68	3
0	90	92	2
0	47	22	3
1	50	36	3
1	28	15	3
0	67	71	3
1	54.5	34.5	3
1	27	27	2
0	72	72	3
0	69	59	3
1	67	62	3
1	32	32	3
0	10	10	3
0	77	74	3
0	72	77	1
1	47	62	3
0	72	77	1
0	71	68	3
1	49.5	30	2
1	48	28	3
1	51	46	3
0	74	79	3
0	62	52	2
0	32	27	3
1	24.5	24.5	3
0	51	41	3
1	10	10	3
0	58	62	3
1	33	41	3
1	27	22	3
1	21	42	3
1	28	24	3
0	84	88	3
0	74.5	84.5	3
1	15	5	3
0	71	76	3
1	24.5	24.5	3
0	72	67	1
1	35	25	3
0	67	66	3
1	62	62	3
1	49.5	49.5	3
0	76	80	3
1	24.5	24.5	3
1	39	44	3
1	32	43	3
0	64	59	3
1	32	37	3
1	22	12	3
1	47	53	3
0	82	91	1
0	84	86	3
0	76	75	3
0	66	69	3
0	84.5	64.5	3
0	78	83	3
1	51	39	3
0	88	87	3
1	5	5	3
1	82	77	1
1	72	82	3
0	75	75	3
0	62	52	3
0	68	65	3
1	32	47	3
0	5	15	3
0	32	32	3
1	34.5	34.5	3
1	999	999	3
1	27	37	3
0	69.5	69.5	3
0	55	54	2
0	85	70	1
0	49	40	3
1	35	34	1
0	83	83	2
0	47	42	3
0	69	67	3
1	40	33	3
0	61	79	3
0	71	68	3
1	37	42	3
0	87	95	3
0	92	82	3
1	17	7.5	3
1	24.5	24.5	3
1	32	30	3
0	79	90	2
1	27	27	2
0	74	75	3
0	63	61	2
0	72	75	3
0	60	41	3
0	54.5	34.5	3
1	31	29	3
1	32	27	3
0	64.5	64.5	3
0	73	67	3
0	32	17	3
0	15	15	3
0	66	64	3
1	7.5	12	3
1	32	31	3
0	66	58	3
1	69.5	69.5	3
1	999	999	3
0	90	90	3
1	32	41	3
1	999	999	1
1	25	19	3
1	57	62	1
1	35	38	3
1	48	52	1
1	48	57	1
1	53	52	3
1	21	22	1
1	64.5	54.5	3
0	86	89	3
1	32	27	3
0	67	64.5	3
1	999	999	1
1	22	27	3
0	75	75	3
0	999	999	3
1	24.5	24.5	3
1	47	32	1
1	22	32	1
1	20	23	3
1	34	32	3
1	31	28	3
1	22	31	3
1	999	999	3
1	27	32	3
1	15	10	3
1	30	10	3
1	27	27	3
1	32	37	3
0	24.5	24.5	3
1	54.5	44.5	3
1	30	30	3
1	30	10	3
1	999	999	3
1	35	31	1
1	17	16	3
1	37	41	1
1	40	32	1
1	30	19	1
1	20	12	1
1	23	18	1
1	29	42	1
1	48	62	2
1	32	52	2
1	29	23	1
1	42	44	1
1	41	38	1
1	62	52	1
1	63	56	1
1	41	40	1
1	65	61	1
1	58	50	1
1	27	27	1
1	999	999	1
1	27	30	1
1	37	30	1
1	25	24	1
1	32	32	1
1	33	25	1
1	30	30	3
1	30	30	3
1	24.5	24.5	3
1	10	10	3
1	37	27	3
1	24	23	2
1	22	21	3
1	23	16	3
1	24	24	1
1	26	28	1
1	31	35	3
1	44	50	3
1	28	22	3
1	35	35	3
1	31	32	3
1	28	30	3
1	27	26	1
1	33	40	3
1	55	80	3
1	999	999	3
1	40	44	3
1	35	37	3
1	23	21	3
1	38	40	3
1	18	11	1
1	32	33	3
1	20	15	3
1	17	17	2
1	31	25	3
1	27	31	1
1	32	22	3
1	25	22	3
1	42	32	3
1	33	27	2
1	31	24	2
1	53	50	3
1	41	39	3
1	39	36	2
0	999	999	3
1	34	29	1
1	26	29	1
1	77	82	1
1	66	67	1
1	78	81	1
1	73	62	1
1	81	70	1
1	78	69	1
1	58	55	2
0	999	999	3
1	7.5	12	2
1	38	29	2
1	49	51	1
1	31	31	1
1	32	34	3
1	40	40	3
1	95	95	2
1	34	33	1
1	43	36	1
